wgtcode,database,new_lat,new_long,regionalboardnumber,psa6c,psa9c,eco_iii_1987,eco_iii_2010,eco_ii_1987,eco_ii_2010,flowstatus,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,permanmade_ws,invdamdist,mines_5k,gravelminedensl_r5k,elev_range,max_elev,n_mean,p_mean,pct_cenoz,pct_nosed,pct_quart,pct_sedim,pct_volcnc,ppt_00_09,temp_00_09,nhd_so,maflowu,nhdslope,ftype,nhdflow,sampled,bpj_nonref,active,area_sqkm,site_elev,cao_mean,mgo_mean,s_mean,ucs_mean,lprem_mean,atmca,atmmg,atmso4,minp_ws,meanp_ws,sumave_p,tmax_ws,xwd_ws,maxwd_ws,lst32ave,bdh_ave,kfct_ave,prmh_ave,condqr01,condqr05,condqr25,condqr50,condqr75,condqr95,condqr99,lastupdatedate,comid,sitestatus,ag_2006_1k,ag_2006_5k,ag_2006_ws,code_21_2006_1k,code_21_2006_5k,code_21_2006_ws,urban_2006_1k,urban_2006_5k,urban_2006_ws,ag_2011_1k,ag_2011_5k,ag_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,psa10c,created_user,created_date,last_edited_user,last_edited_date,stationcode
SMC05109,Rounds123,33.4744657,-117.1391,9,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,1.0,10.0,3.0,32.7406,19.0604,5.0864,24.0,33.0,1.0,5.061853,7.548659,1.753999,2,97,640,1,0,0,0.0,1782,2077,0.1962,0.1473,0,100.0,0,0.0,0,29982.3,2586,5.0,2.11697,0.0142,StreamRiver,Perennial,TRUE,FALSE,TRUE,944.2006,295,3.6933,1.9078,0.0457,109.9218,-1.6382,0.0846,0.0305,0.4241,2.2268,434.6454,2202.355,333.4676,35.6532,5.7658,111.742,1.6033,0.2024,8.4865,51,113.0,228.0,382,455.75,638.0,900,12-Sep-16,22548249,Stressed,0.0,2.0,3.0,45.63758,22.55122,5.148278,24.0,39.77687,1.956256,0.0,1.0,3.0,45.51556,20.69885,5.148278,24.0,45.98653,2.241631,SCx,,,,,SMC05109
SMC05173,Rounds123,33.3971084,-117.28365,9,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,9.0,5.0,4.9776,12.5295,8.6925,0.0,3.0,5.0,0.1512064,2.741922,2.602535,1,18,1853,4,0,0,0.0,2013,2077,0.075,0.1724333,0,100.0,0,0.0,0,30672.1,2425,6.0,3.98772,0.00178,StreamRiver,Perennial,TRUE,FALSE,TRUE,1677.861,64,5.7364,3.261367,0.0415,156.3366,-1.555267,0.07303333,0.07303333,0.4092333,1.157833,433.2089,876.0341,308.8881,33.67473,5.8745,59.0968,1.596567,0.2360333,5.550067,75,172.0,332.0,408,531.3333,776.0,913,12-Sep-16,22548497,Intermediate,0.0,9.0,4.0,5.016911,12.07429,8.627701,1.0,3.956527,6.722813,0.0,9.0,4.0,5.016911,12.10035,8.627701,1.0,4.016079,7.379785,SCx,,,,,902S05173
SMC14156,Rounds123,34.4252649,-118.58262,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,4.0,4.0,0.0,39.3212,17.8645,9.0039,20.0,51.0,7.0,3.086572,9.387794,1.979416,0,64,783,6,0,0,0.0,1726,2048,0.0659,0.1484,8,91.74895,0,8.251053,0,39941.1,2562,5.0,28.11469,0.00678,StreamRiver,Intermittent,TRUE,FALSE,TRUE,1054.011,322,5.4602,2.9304,0.1693,113.5088,-0.9008,0.0547,0.031,0.3785,0.1581,451.3841,590.351,326.2,33.9195,5.9501,80.3045,1.5896,0.1996,4.6856,88,200.0,322.0,405,517.7273,830.0,1075,12-Sep-16,17574541,Stressed,1.0,1.0,0.0,39.48675,18.78023,8.825516,27.0,58.13641,8.06076,1.0,1.0,0.0,35.18212,19.10189,8.825516,37.0,62.23944,8.541252,SCx,,,,,SMC14156
SMC09091,Round 5,33.7133968,-117.7958319,8,SC,SCx,6.0,85.0,Xeric,Xeric,Unknown,0.0,5.0,8.0,0.0,12.46705136,21.11700193,78.0,67.0,37.0,18.90856,15.44457,8.799919,5,91,219,0,0,0,0.0,503,522,0.210148,0.122056,76,0.0,7,92.63258,0,27174.4,2410,,,,,,,,,47.02387,19,4.93571,1.73668,1.12683,65.4557,-0.130705,0.054493,0.031606,0.384724,0.0,391.038,425.47,304.898,33.9792,6.0,32.0972,1.54653,0.285636,4.16848,200,316.0,498.0,714,877.75,1121.0,1167,12-Sep-16,20355330,Stressed,0.0,5.0,8.0,4.704463,13.65379,21.5758,88.0,75.85913,39.12111,0.0,4.0,8.0,1.085645,12.82306,21.5758,98.0,78.18091,40.11724,SCx,,,,,SMC09091
SMC09118,Round 5,33.80878056,-117.8626159,8,SC,SCx,6.0,85.0,Xeric,Xeric,Unknown,0.0,0.0,6.0,0.0,6.15991209,12.50595153,100.0,93.0,20.0,11.43522,13.01408,4.225826,5,30,5715,0,0,0,0.0,3428,3479,0.370226,0.137316,41,56.50042,38,4.750475,0,28289.2,2465,,,,,,,,,6009.178,51,3.58346,1.76359,0.100534,75.7024,-0.235781,0.065343,0.031046,0.40069,1.73799,501.192,1313.03,327.878,37.243,6.61357,78.874,1.61797,0.220053,7.83808,59,139.0,245.0,382,441.0,660.0,911,12-Sep-16,22560942,Stressed,0.0,0.0,5.0,0.1632653,6.688249,12.62379,100.0,92.95565,22.07346,0.0,0.0,4.0,0.08163265,6.455163,12.62379,100.0,93.18873,23.51662,SCx,,,,,SMC09118
SMC16332,Round 5,34.5317333,-118.7580909,4,SC,SCm,8.0,8.0,Mountains,Mountain,Unknown,0.0,0.0,0.0,1.0851872,0.24930427,1.75959593,1.0,0.0,0.0,0.0,0.2412417,0.55142,0,0,188,0,1,0,0.0,2358,2691,0.0354132,0.131985,14,86.45473,0,13.54527,0,41516.3,2418,,,,,,,,,952.2099,333,4.4759,1.69904,0.278924,110.356,-1.05937,0.059888,0.028602,0.359085,0.388204,556.801,503.945,302.841,34.6394,6.01634,100.165,1.52118,0.250641,8.94658,47,126.0,292.0,405,697.3333,1079.0,1166,12-Sep-16,17570169,Intermediate,0.0,0.0,0.0,1.310759,0.2677065,1.743649,1.0,0.05819705,0.2744773,0.0,0.0,0.0,1.310759,0.2677065,1.743649,1.0,0.05819705,0.2773128,SCm,,,,,SMC16332
SMC16832,Rounds123,33.8844398,-118.10855,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,6.7708,2.3418,8.142,92.0,97.0,28.0,13.1933,14.34578,4.504252,2,14,1027,3,0,0,0.0,3040,3064,0.2469,0.1451,38,61.64041,27,10.93314,0,29138.2,2316,5.0,73.40726,0.00212,StreamRiver,Intermittent,TRUE,FALSE,TRUE,1145.22,24,4.9225,2.4278,0.1881,96.2696,-0.5574,0.0525,0.0318,0.3827,0.4818,700.4918,862.9053,307.9141,40.0657,7.0144,61.6214,1.5456,0.2148,5.1934,77,177.0,289.0,370,429.5714,697.0,999,12-Sep-16,22525157,Stressed,0.0,0.0,0.0,7.105263,2.742895,8.140058,91.0,96.81097,28.63936,0.0,0.0,0.0,6.315789,2.544613,8.140058,92.0,97.00925,29.06924,SCx,,,,,SMC16832
SMCR8_019,Round 5,33.92390741,-117.5975265,8,SC,SCx,6.0,85.0,Xeric,Xeric,Unknown,1.0,16.0,2.0,21.30470685,24.25584024,11.2522526,10.0,23.0,22.0,4.222748,5.794795,4.0577,1,4,2208,0,0,0,0.0,3321,3483,0.398273,0.136591,67,33.4221,66,0.0,0,25820.8,2673,3.0,27.55911,0.00142,StreamRiver,Intermittent,TRUE,FALSE,TRUE,2500.614,162,3.37717,1.64195,0.072784,74.1366,0.106451,0.064068,0.031053,0.399198,2.2173,604.254,1551.67,313.498,41.8125,7.20945,84.1319,1.62094,0.186546,9.26937,52,122.0,230.0,348,407.9,639.0,894,12-Sep-16,22563072,Stressed,0.0,5.0,1.0,23.81743,28.68159,11.36267,11.0,29.54674,23.54903,0.0,5.0,1.0,18.17427,22.47508,11.36267,17.0,37.75625,24.82593,SCx,,,,,801PFB019
central_coast_chaparral.0072,Rounds123,36.1909652,-121.12805,3,CH,CHco,6.0,6.0,Xeric,Xeric,Perennial,62.0,62.0,5.0,9.0577,9.7514,4.8398,5.0,5.0,0.0,0.54650486,2.04849048,1.25510413,0,11,2312,0,0,1,0.0,1588,1674,0.136,0.12,79,6.06147966,3,90.5362212,0,26403.19922,2403,6.0,278.85281,0.00031,StreamRiver,Intermittent,TRUE,FALSE,TRUE,8403.708813,86,7.1668,3.224,0.3675,71.3735,-0.4773,0.0488,0.0231,0.2386,0.1296,478.2738,302.6882,336.4516,40.818,7.2709,90.3913,1.4642,0.2652,2.2287,44,134.0,292.0,427,785.9,1096.0,1168,12-Sep-16,948060165,Stressed,62.0,62.0,6.0,8.55528652,9.40795287,4.78184808,5.0,5.39813451,0.55842008,62.0,62.0,6.0,8.5149314,9.32940599,4.78184808,5.0,5.47668139,0.58901741,CHco,,,,,309PS0072
SMC01512,Rounds123,34.2763996,-118.67251,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,16.1937,5.9628,5.9628,44.0,16.0,16.0,11.46257,3.720129,3.720129,7,11,11,0,0,0,0.0,486,807,0.0562,0.1275,100,0.0,0,100.0,0,44473.9,2505,2.0,0.07729,0.01859,StreamRiver,Intermittent,TRUE,FALSE,TRUE,4.209589,321,6.6488,3.0907,0.6531,68.3222,-0.6548,0.0559,0.0306,0.3758,0.0,486.6,298.78,330.6,30.0,5.0,61.0833,1.5752,0.2758,3.4335,150,218.0,400.0,694,870.2273,1149.0,1168,12-Sep-16,17563922,Stressed,0.0,0.0,0.0,18.33333,6.669517,6.669517,55.0,17.50748,17.50748,0.0,0.0,0.0,17.5,6.669517,6.669517,56.0,18.0419,18.0419,SCx,,,,,SMC01512
SMCR8_167,Round 5,34.16362472,-117.1818368,8,SC,SCm,8.0,8.0,Mountains,Mountain,Unknown,0.0,0.0,0.0,6.94656489,4.42710696,4.77505677,0.0,1.0,1.0,3.603427,1.890067,1.904536,1,8,8,0,0,0,0.0,1361,1965,0.0120511,0.163961,100,0.0,100,0.0,0,43635.4,2325,,,,,,,,,43.9947,604,3.82261,1.71527,0.029916,147.021,-1.64874,0.061312,0.031179,0.395485,3.98077,808.17,1334.35,304.904,41.1387,6.85401,97.6642,1.5858,0.170679,8.45512,36,77.0,200.0,272,364.0,561.0,786,12-Sep-16,22555684,Intermediate,0.0,0.0,0.0,6.930693,4.288296,4.635558,0.0,0.8901943,1.06581,0.0,0.0,0.0,6.930693,4.288296,4.635558,0.0,0.8901943,1.071947,SCm,,,,,SMCR8_167
SMC09564,Rounds123,34.4320359,-118.59364,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,17.0,6.0,0.0,24.0,16.6951,9.0435,46.0,40.0,7.0,4.648554,8.958498,2.004526,1,48,813,6,0,0,0.0,1734,2048,0.0696,0.1484,9,91.24665,0,8.753343,0,39941.1,2562,5.0,28.11469,0.00678,StreamRiver,Intermittent,TRUE,FALSE,TRUE,1062.626,314,5.4397,2.9191,0.1684,113.0606,-0.8855,0.0547,0.031,0.3785,0.1582,450.597,589.2769,326.3041,33.8731,5.9423,80.3114,1.5896,0.1998,4.6917,77,200.0,322.0,404,516.5,830.0,1075,12-Sep-16,17574541,Stressed,17.0,2.0,0.0,21.19959,19.46913,8.897654,48.0,52.68315,8.262065,17.0,2.0,0.0,20.37229,20.13347,8.897654,49.0,57.43364,8.752563,SCx,,,,,SMC09564
SMC03048,Rounds123,34.1834952,-118.79048,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,38.5839,32.5301,32.5301,26.0,16.0,16.0,7.25384,5.479845,5.479845,5,11,11,0,0,0,0.0,343,688,0.0499,0.1125,39,0.0,0,39.39422,60,44098.6,2568,2.0,0.2107,0.01204,StreamRiver,Intermittent,TRUE,FALSE,TRUE,3.958957,345,17.842,6.5375,1.2436,68.6089,-0.7132,0.0568,0.0304,0.3749,0.0,441.0,322.4333,336.0,28.6429,5.0,55.8462,1.5837,0.2554,5.234,200,322.0,586.0,794,948.8732,1163.0,1169,12-Sep-16,948070152,Stressed,0.0,0.0,0.0,37.82506,31.15052,31.15052,27.0,17.50796,17.50796,0.0,0.0,0.0,37.82506,31.12779,31.15052,27.0,17.5307,17.5307,SCx,,,,,SMC03048
SMC04600,Rounds123,34.3972362,-118.71045,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,17.0,6.0,1.0,7.5702,4.3795,7.3616,1.0,0.0,5.0,2.230067,1.733536,1.676872,2,14,1048,5,0,0,0.0,1808,2048,0.069,0.1411,15,85.40092,1,13.18939,0,42792.3,2556,5.0,51.79128,0.00661,StreamRiver,Perennial,TRUE,FALSE,TRUE,1688.231,240,5.4509,2.6648,0.1901,109.0966,-0.9073,0.0556,0.0306,0.3759,0.1698,470.3376,538.0778,325.9486,33.0957,5.8016,82.9598,1.5903,0.2101,4.8806,75,200.0,330.0,407,566.9186,917.0,1160,12-Sep-16,17574717,Intermediate,17.0,7.0,1.0,7.199032,4.230715,7.287356,1.0,0.4731905,6.209094,17.0,7.0,1.0,7.199032,4.230715,7.287356,1.0,0.4731905,6.602047,SCx,,,,,SMC04600
SMC05247,Rounds123,34.3693071,-118.98742,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,27.0,52.0,2.0,0.7194,11.2018,4.6566,0.0,1.0,3.0,0.2632705,2.829339,1.09147,0,27,1636,3,0,0,0.0,2592,2690,0.072,0.1336,38,62.4837,0,36.88502,0,42418.5,2402,6.0,159.18873,0.00328,StreamRiver,Perennial,TRUE,FALSE,TRUE,3769.926,98,5.7805,2.4955,0.4391,97.6137,-0.8451,0.0577,0.0296,0.3676,0.174,530.3431,489.5251,316.1584,33.4477,5.8434,85.5144,1.5595,0.24,5.3672,85,200.0,336.0,441,793.5714,1108.0,1167,12-Sep-16,948070359,Stressed,27.0,52.0,2.0,0.5994006,10.49802,4.594426,0.0,2.216955,3.091701,27.0,51.0,2.0,0.5994006,10.46623,4.594426,0.0,2.24875,3.272296,SCx,,,,,SMC05247
SMC06798,Rounds123,33.5315427,-117.74145,9,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,1.8618,13.2845,18.6804,1.0,43.0,54.0,1.346167,8.549505,11.21795,0,89,319,0,0,0,0.0,715,734,0.07173333,0.1129333,94,0.0,0,100.0,0,32069.3,2345,4.0,1.55575,0.00516,StreamRiver,Intermittent,TRUE,FALSE,TRUE,81.63088,19,15.5844,5.696267,1.147433,65.20803,-0.7077,0.05806667,0.05806667,0.3889667,0.0,359.3879,473.013,290.9091,32.8361,5.980467,24.82507,1.5125,0.289,1.315633,241,380.0,589.0,807,949.1139,1162.0,1169,12-Sep-16,20350539,Stressed,0.0,0.0,0.0,1.639344,13.85237,18.61119,1.0,43.68951,55.90419,0.0,0.0,0.0,1.639344,13.66882,18.61119,1.0,44.0032,56.80447,SCx,,,,,901S06798
SMC10685,Rounds123,34.0188203,-117.36879,8,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,1.0,1.0,37.5,31.0859,9.4875,39.0,48.0,16.0,2.662473,4.407743,2.961002,3,33,1577,9,0,2,0.0,3227,3479,0.335,0.1379,70,29.93557,70,0.0,0,23142.6,2708,6.0,99.69389,0.00333,Connector,NA,TRUE,FALSE,TRUE,2014.433,252,3.6881,1.7507,0.0682,84.1375,-0.1205,0.0664,0.0309,0.4025,2.6808,648.7603,1784.656,307.0818,44.3052,7.5667,93.0535,1.612,0.1768,9.1073,47,105.0,218.0,316,403.8519,591.0,851,12-Sep-16,24843756,Stressed,0.0,0.0,1.0,35.20951,29.16315,9.664391,44.0,50.20759,16.19648,0.0,0.0,1.0,27.89243,26.33474,9.664391,56.0,53.6977,17.02199,SCx,,,,,SMC10685
SMC11084,Rounds123,34.4248673,-118.56073,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,3.0,2.0,0.0,47.6587,20.6432,9.3394,34.0,51.0,7.0,4.051381,7.570496,1.979254,0,54,735,3,0,1,0.0,1713,2048,0.0601,0.1504,9,91.49288,0,8.507118,0,40033.6,2568,5.0,24.14149,0.00615,StreamRiver,Intermittent,TRUE,FALSE,TRUE,919.4277,335,5.5709,2.9935,0.1755,116.1306,-0.9159,0.0545,0.0311,0.379,0.1758,446.7205,599.2057,325.5998,33.7775,5.9372,79.7179,1.5894,0.1959,4.5898,85,200.0,324.0,406,526.6667,835.0,1080,12-Sep-16,17574547,Stressed,2.0,1.0,0.0,39.9384,20.70261,9.063766,46.0,52.86583,7.940352,0.0,1.0,0.0,40.55441,20.53236,9.063766,49.0,55.27091,8.360017,SCx,,,,,SMC11084
SMC07485,Round 5,33.94733648,-117.6140583,8,SC,SCx,6.0,85.0,Xeric,Xeric,Unknown,52.0,70.0,8.0,33.2155477,20.26375283,16.36759133,15.0,9.0,44.0,6.752198,4.959426,6.875849,1,4,230,0,0,0,0.0,2535,2700,0.655388,0.128693,67,33.0527,66,0.0,0,28244.1,2654,,,,,,,,,199.0026,165,1.93075,1.15772,0.091893,35.5875,1.27882,0.05258,0.031764,0.382874,0.281513,600.87,599.826,324.891,32.8948,5.97087,53.6392,1.65691,0.206869,11.0691,51,128.0,256.0,400,553.8485,835.0,997,12-Sep-16,22563070,Stressed,46.0,57.0,7.0,32.84722,23.71901,14.79327,16.0,13.34335,47.66501,43.0,50.0,6.0,32.08333,21.87077,14.79327,20.0,26.37115,50.90089,SCx,,,,,SMC07485
