wgtcode,database,new_lat,new_long,regionalboardnumber,psa6c,psa9c,eco_iii_1987,eco_iii_2010,eco_ii_1987,eco_ii_2010,flowstatus,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,permanmade_ws,invdamdist,mines_5k,gravelminedensl_r5k,elev_range,max_elev,n_mean,p_mean,pct_cenoz,pct_nosed,pct_quart,pct_sedim,pct_volcnc,ppt_00_09,temp_00_09,nhd_so,maflowu,nhdslope,ftype,nhdflow,sampled,bpj_nonref,active,area_sqkm,site_elev,cao_mean,mgo_mean,s_mean,ucs_mean,lprem_mean,atmca,atmmg,atmso4,minp_ws,meanp_ws,sumave_p,tmax_ws,xwd_ws,maxwd_ws,lst32ave,bdh_ave,kfct_ave,prmh_ave,condqr01,condqr05,condqr25,condqr50,condqr75,condqr95,condqr99,lastupdatedate,comid,sitestatus,ag_2006_1k,ag_2006_5k,ag_2006_ws,code_21_2006_1k,code_21_2006_5k,code_21_2006_ws,urban_2006_1k,urban_2006_5k,urban_2006_ws,ag_2011_1k,ag_2011_5k,ag_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,psa10c,created_user,created_date,last_edited_user,last_edited_date,stationcode
SMC08150,Rounds123,32.8373223,-117.01979,9,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,14.8118,11.2441,14.9747,81.0,59.0,66.0,16.8967,7.562232,9.36275,16,48,146,6,0,2,0.0,437,528,0.3448,0.1362,15,83.62012,0,15.35979,1,27024.3,2549,3.0,0.32501,0.0051,StreamRiver,Intermittent,TRUE,FALSE,TRUE,72.1403,91,2.8104,1.5357,0.059,81.3604,-0.7206,0.094,0.0313,0.4293,0.8652,354.4909,512.1498,314.1236,38.1131,7.0,17.3529,1.6341,0.2539,4.1627,59,150.0,262.0,399,568.3462,1031.0,1165,12-Sep-16,20331414,Stressed,0.0,0.0,0.0,15.76,12.55581,15.82769,80.0,58.01171,65.77716,0.0,0.0,0.0,15.6,11.82161,15.82769,80.0,58.77071,66.43961,SCx,,,,,SMC08150
WCAP99-0591,Rounds123,41.6028998,-123.50143,1,NC,NC,78.0,78.0,Mountain,Mountain,Perennial,0.0,0.0,8.0,7.8621,1.9195,1.4343,0.0,0.0,0.0,0.28720086,0.20080159,1.44853807,1,3,2599,16,0,0,0.0,4064,4301,0.1153,0.2289,4,3.73754109,3,12.38522736,80,146269.7969,2078,6.0,9980.97209,0.00118,StreamRiver,Perennial,TRUE,FALSE,TRUE,28665.88152,237,5.9302,4.5899,0.0554,109.3002,-0.5215,0.0375,0.0094,0.1445,11.8049,699.1166,4871.1875,278.0496,86.3493,11.5949,167.2803,1.2775,0.1704,5.8318,28,40.0,89.0,134,193.0,302.0,416,12-Sep-16,4440566,,0.0,0.0,8.0,7.34190782,1.84317641,1.44329655,0.0,0.33791568,0.45567937,0.0,0.0,8.0,7.34190782,1.84317641,1.44329655,0.0,0.33791568,0.4630418,NC,,,,,105WE0591
