wgtcode,database,new_lat,new_long,regionalboardnumber,psa6c,psa9c,eco_iii_1987,eco_iii_2010,eco_ii_1987,eco_ii_2010,flowstatus,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,permanmade_ws,invdamdist,mines_5k,gravelminedensl_r5k,elev_range,max_elev,n_mean,p_mean,pct_cenoz,pct_nosed,pct_quart,pct_sedim,pct_volcnc,ppt_00_09,temp_00_09,nhd_so,maflowu,nhdslope,ftype,nhdflow,sampled,bpj_nonref,active,area_sqkm,site_elev,cao_mean,mgo_mean,s_mean,ucs_mean,lprem_mean,atmca,atmmg,atmso4,minp_ws,meanp_ws,sumave_p,tmax_ws,xwd_ws,maxwd_ws,lst32ave,bdh_ave,kfct_ave,prmh_ave,condqr01,condqr05,condqr25,condqr50,condqr75,condqr95,condqr99,lastupdatedate,comid,sitestatus,ag_2006_1k,ag_2006_5k,ag_2006_ws,code_21_2006_1k,code_21_2006_5k,code_21_2006_ws,urban_2006_1k,urban_2006_5k,urban_2006_ws,ag_2011_1k,ag_2011_5k,ag_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,psa10c,created_user,created_date,last_edited_user,last_edited_date,stationcode
SMCR8_567,Round 5,33.97149321,-117.0825084,8,SC,SCx,6.0,85.0,Xeric,Xeric,Unknown,32.0,3.0,1.0,5.88235294,5.93837535,11.34585718,5.0,2.0,6.0,11.85289,3.364116,4.134179,0,0,115,0,0,1,0.0,2073,2689,0.486369,0.123763,62,37.91111,62,0.0,0,31792.7,2640,nan,nan,nan,None,None,None,None,None,82.2636,616,2.28784,1.1304,0.078194,61.0894,0.541488,0.07565,0.030309,0.416901,5.98039,570.719,1586.06,328.461,43.6133,7.36719,94.2305,1.63462,0.219826,6.32107,31,76.0,200.0,319,407.88,639.0,863,12-Sep-16,22560562,Stressed,32.0,3.0,1.0,5.555556,11.77725,14.73021,5.0,2.413832,9.649468,32.0,3.0,1.0,5.555556,11.69866,14.73021,5.0,2.548557,11.22927,SCx,None,None,None,None,SMCR8_567
